,基站,故障_传输故障,故障_动环故障,故障_电力故障,故障_硬件故障,故障_误告警,故障_软件故障,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9
10664,5283,0,0,1,0,0,0,7,9,9,9,9,9,9,9,9,9
10665,5283,1,0,0,0,0,0,64,51,9,7,9,7,9,9,60,55
10666,5284,0,0,1,0,0,0,55,53,33,0,0,0,0,0,0,0
10667,5284,0,0,1,0,0,0,53,60,55,33,34,85,60,34,0,0
10668,5285,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
10669,5285,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10670,5285,0,0,1,0,0,0,60,34,52,53,60,32,1,47,60,53
10671,5285,0,0,1,0,0,0,60,53,52,32,34,0,0,0,0,0
10672,5285,0,0,1,0,0,0,53,60,32,34,52,0,0,0,0,0
10673,5285,0,0,1,0,0,0,1,60,53,60,52,53,55,0,0,0
10674,5286,1,0,0,0,0,0,64,60,52,53,53,52,60,0,0,0
10675,5287,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10676,5288,0,0,0,1,0,0,69,0,0,0,0,0,0,0,0,0
10677,5289,0,0,1,0,0,0,22,26,48,85,48,51,85,0,0,0
10678,5289,0,0,1,0,0,0,22,85,22,48,26,22,0,0,0,0
10679,5290,0,0,1,0,0,0,66,30,66,30,66,30,30,66,66,30
10680,5291,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10681,5291,0,0,1,0,0,0,41,85,1,48,39,41,36,48,0,0
10682,5292,0,0,1,0,0,0,53,52,60,32,34,0,0,0,0,0
10683,5293,0,0,1,0,0,0,74,69,0,0,0,0,0,0,0,0
10684,5294,1,0,0,0,0,0,7,7,60,34,4,4,4,60,34,7
10685,5294,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
10686,5294,1,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0
10687,5294,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
10688,5294,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
10689,5294,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
10690,5294,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
10691,5294,0,0,1,0,0,0,25,60,7,7,25,60,7,60,7,0
10692,5295,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10693,5295,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10694,5296,0,0,1,0,0,0,85,22,26,48,0,0,0,0,0,0
10695,5297,0,0,1,0,0,0,66,66,66,0,0,0,0,0,0,0
10696,5297,0,0,1,0,0,0,66,66,66,66,66,66,66,0,0,0
10697,5297,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10698,5297,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
10699,5298,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
10700,5298,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
10701,5298,0,0,1,0,0,0,53,52,32,60,52,53,55,51,0,0
10702,5298,0,0,1,0,0,0,55,33,53,60,52,53,60,34,0,0
10703,5299,0,0,1,0,0,0,34,60,53,0,0,0,0,0,0,0
10704,5300,0,0,1,1,0,0,60,7,25,34,0,0,0,0,0,0
10705,5301,0,0,1,0,0,0,55,53,60,52,32,60,34,53,52,32
10706,5302,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10707,5302,0,0,1,0,0,0,85,48,39,0,0,0,0,0,0,0
10708,5303,0,0,1,0,0,0,55,53,52,60,32,34,64,64,64,64
10709,5304,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10710,5305,0,0,1,0,0,0,85,28,51,48,85,28,51,48,85,28
10711,5305,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,0
10712,5306,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
10713,5306,0,0,1,0,0,0,1,7,60,34,25,85,0,0,0,0
10714,5307,0,0,1,0,0,0,71,69,0,0,0,0,0,0,0,0
10715,5308,0,0,1,0,0,0,30,66,30,66,30,66,30,66,66,30
10716,5308,0,0,0,1,0,0,30,66,30,66,30,66,0,0,0,0
10717,5308,0,0,0,1,0,0,66,30,30,66,30,66,30,66,66,66
10718,5308,0,0,0,1,0,0,30,66,0,0,0,0,0,0,0,0
10719,5308,0,0,0,1,0,0,66,30,66,0,0,0,0,0,0,0
10720,5309,0,0,1,0,0,0,52,60,9,34,32,0,0,0,0,0
10721,5309,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
10722,5309,0,0,1,0,0,0,32,52,7,0,0,0,0,0,0,0
10723,5309,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
10724,5310,0,0,1,0,0,0,55,53,60,55,53,60,9,9,9,9
10725,5311,0,0,1,0,0,0,52,60,32,34,53,0,0,0,0,0
10726,5311,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
10727,5312,0,0,1,0,0,0,1,34,60,53,0,0,0,0,0,0
10728,5313,0,0,1,0,0,0,53,34,60,0,0,0,0,0,0,0
10729,5313,0,0,1,0,0,0,53,34,60,0,0,0,0,0,0,0
10730,5314,0,0,1,0,0,0,34,60,60,34,7,25,60,34,0,0
10731,5315,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10732,5316,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
10733,5317,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
10734,5318,0,0,1,0,0,0,53,52,60,32,34,0,0,0,0,0
10735,5318,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10736,5319,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10737,5320,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10738,5321,0,0,1,0,0,0,1,47,34,60,53,0,0,0,0,0
10739,5322,1,0,0,0,0,0,34,60,0,0,0,0,0,0,0,0
10740,5322,0,0,0,1,0,0,7,25,51,57,7,0,0,0,0,0
10741,5323,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
10742,5324,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10743,5325,0,0,1,0,0,0,1,7,60,25,34,0,0,0,0,0
10744,5325,0,0,1,0,0,0,32,52,9,0,0,0,0,0,0,0
10745,5325,0,0,1,0,0,0,25,60,7,34,7,9,7,60,7,7
10746,5325,0,0,1,0,0,0,9,1,52,1,0,0,0,0,0,0
10747,5325,0,0,1,0,0,0,1,34,9,7,60,85,1,60,9,7
10748,5326,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
10749,5326,0,0,1,0,0,0,66,66,66,66,0,0,0,0,0,0
10750,5326,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
10751,5327,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10752,5328,0,0,0,1,0,0,85,0,0,0,0,0,0,0,0,0
10753,5328,1,0,0,0,0,0,85,22,60,34,48,39,38,85,0,0
10754,5328,0,0,1,0,0,0,60,48,34,62,38,60,1,69,48,38
10755,5329,0,0,1,0,0,0,60,52,34,16,18,60,52,32,0,0
10756,5330,0,0,1,1,0,0,52,60,34,7,58,32,0,0,0,0
10757,5331,0,0,1,0,0,0,52,60,32,34,53,0,0,0,0,0
10758,5332,1,0,0,0,0,0,1,60,10,7,60,25,34,85,0,0
10759,5332,0,0,1,0,0,0,1,7,10,60,25,34,9,7,60,0
10760,5333,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
10761,5334,0,0,0,0,0,1,85,22,48,26,0,0,0,0,0,0
10762,5335,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10763,5336,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
10764,5337,0,0,1,0,0,0,1,34,60,53,53,52,60,0,0,0
10765,5338,1,0,0,0,0,0,64,85,0,0,0,0,0,0,0,0
10766,5338,1,0,0,0,0,0,64,85,0,0,0,0,0,0,0,0
10767,5338,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0
10768,5339,0,0,1,0,0,0,1,60,34,25,7,0,0,0,0,0
10769,5339,0,0,1,0,0,0,7,1,25,34,60,1,1,7,60,25
10770,5340,1,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0
10771,5341,0,0,1,0,0,0,85,22,0,0,0,0,0,0,0,0
10772,5342,0,0,1,0,0,0,85,22,48,26,0,0,0,0,0,0
10773,5343,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10774,5344,0,0,1,0,0,0,52,1,60,34,53,0,0,0,0,0
10775,5345,0,0,1,0,0,0,85,48,85,85,0,0,0,0,0,0
10776,5346,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0
10777,5346,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0
10778,5347,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10779,5348,0,0,1,0,0,0,66,30,66,0,0,0,0,0,0,0
10780,5348,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
10781,5348,0,0,1,0,0,0,30,66,66,30,66,30,66,30,66,30
10782,5349,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10783,5350,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10784,5350,0,0,1,0,0,0,66,66,66,66,0,0,0,0,0,0
10785,5351,1,0,0,0,0,0,32,52,1,60,34,53,60,53,52,0
10786,5351,0,0,1,0,0,0,1,60,34,53,52,53,60,52,32,1
10787,5352,0,0,1,0,0,0,85,22,48,26,0,0,0,0,0,0
10788,5353,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10789,5354,0,0,1,0,0,0,34,60,55,52,53,33,32,51,51,28
10790,5355,0,0,1,0,0,0,34,60,2,0,0,0,0,0,0,0
10791,5355,0,0,0,1,0,0,58,60,10,34,0,0,0,0,0,0
10792,5356,0,0,1,0,0,0,52,53,60,34,60,34,53,60,34,53
10793,5356,0,0,1,0,0,0,1,60,34,53,52,53,60,0,0,0
10794,5357,0,0,1,0,0,0,60,53,52,0,0,0,0,0,0,0
10795,5357,0,0,1,0,0,0,52,53,60,52,7,60,85,53,52,60
10796,5357,0,0,1,0,0,0,7,60,52,85,0,0,0,0,0,0
10797,5357,0,0,1,0,0,0,52,7,53,0,0,0,0,0,0,0
10798,5357,0,0,1,0,0,0,52,53,60,53,9,60,0,0,0,0
10799,5357,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0
10800,5358,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
10801,5359,0,0,0,1,0,0,60,52,0,0,0,0,0,0,0,0
10802,5359,1,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0
10803,5360,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10804,5361,0,0,1,0,0,0,32,53,52,51,28,60,34,52,53,32
10805,5361,0,0,1,0,0,0,32,53,52,52,52,60,34,32,53,57
10806,5362,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10807,5363,0,0,1,0,0,0,85,48,39,0,0,0,0,0,0,0
10808,5363,1,0,0,0,0,0,52,32,7,25,60,7,52,1,48,48
10809,5363,0,0,1,0,0,0,1,60,34,53,60,34,32,52,60,34
10810,5363,0,0,1,0,0,0,32,52,7,9,1,60,34,7,25,60
10811,5363,0,0,1,0,0,0,1,7,60,34,7,60,52,0,0,0
10812,5363,0,0,1,0,0,0,85,60,34,60,32,52,9,53,52,60
10813,5364,0,0,1,0,0,0,52,53,55,0,0,0,0,0,0,0
10814,5364,0,0,1,0,0,0,53,55,53,53,0,0,0,0,0,0
10815,5364,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0
10816,5364,0,0,1,0,0,0,52,55,53,0,0,0,0,0,0,0
10817,5365,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
10818,5366,0,0,1,0,0,0,69,71,0,0,0,0,0,0,0,0
10819,5366,0,0,1,0,0,0,71,60,69,9,85,74,69,0,0,0
10820,5367,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
10821,5368,0,0,1,0,0,0,1,60,53,0,0,0,0,0,0,0
10822,5369,0,0,1,0,0,0,52,60,53,55,53,55,60,52,53,60
10823,5369,0,0,0,1,0,0,9,7,9,53,7,60,53,9,9,34
10824,5369,0,0,0,1,0,0,9,9,60,53,60,60,53,9,7,0
10825,5369,0,0,1,0,0,0,53,52,60,34,7,7,0,0,0,0
10826,5369,0,0,1,0,0,0,60,34,53,52,34,60,60,0,0,0
10827,5369,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
10828,5369,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10829,5369,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
10830,5369,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10831,5369,0,0,1,0,0,0,60,34,53,53,60,53,0,0,0,0
10832,5369,0,0,1,0,0,0,52,53,60,0,0,0,0,0,0,0
10833,5369,0,0,1,0,0,0,52,53,60,34,53,60,34,53,60,34
10834,5370,0,0,1,0,0,0,60,34,53,32,52,0,0,0,0,0
10835,5371,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10836,5372,0,0,1,0,0,0,60,34,53,53,60,34,53,34,60,53
10837,5372,0,0,1,0,0,0,60,34,25,7,60,34,60,34,7,7
10838,5372,0,0,1,0,0,0,60,25,7,34,85,0,0,0,0,0
10839,5372,0,0,1,0,0,0,53,60,34,0,0,0,0,0,0,0
10840,5372,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0
10841,5372,0,0,1,0,0,0,60,34,53,53,60,34,0,0,0,0
10842,5373,0,0,1,0,0,0,66,66,66,0,0,0,0,0,0,0
10843,5373,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10844,5374,0,0,1,0,0,0,1,60,34,7,25,0,0,0,0,0
10845,5375,0,0,1,0,0,0,60,52,53,52,53,60,0,0,0,0
10846,5376,0,0,1,0,0,0,1,60,34,53,34,60,53,51,28,85
10847,5377,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10848,5378,0,0,1,0,0,0,34,60,10,85,10,0,0,0,0,0
10849,5378,0,0,1,0,0,0,34,60,10,85,0,0,0,0,0,0
10850,5378,0,0,1,0,0,0,10,60,34,85,0,0,0,0,0,0
10851,5378,0,0,1,0,0,0,10,60,34,85,0,0,0,0,0,0
10852,5378,0,0,1,0,0,0,10,60,34,85,0,0,0,0,0,0
10853,5378,0,0,1,0,0,0,10,60,34,85,60,10,34,85,0,0
10854,5379,0,0,1,0,0,0,52,51,51,51,51,51,51,51,51,51
10855,5379,0,0,1,0,0,0,60,52,32,34,55,53,52,51,51,51
10856,5379,0,0,1,0,0,0,52,51,60,51,51,0,0,0,0,0
10857,5380,0,0,1,0,0,0,85,85,85,0,0,0,0,0,0,0
10858,5381,1,0,0,0,0,0,66,66,66,66,66,30,66,66,66,66
10859,5381,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
10860,5382,1,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0
10861,5383,0,0,1,0,0,0,53,52,32,60,52,34,32,52,53,0
10862,5383,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10863,5384,0,0,1,0,0,0,1,47,60,34,0,0,0,0,0,0
10864,5385,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10865,5386,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10866,5387,0,0,1,0,0,0,1,34,60,53,1,34,60,53,0,0
10867,5388,0,0,1,0,0,0,7,60,58,25,34,60,9,0,0,0
10868,5388,0,0,1,0,0,0,60,58,7,34,25,0,0,0,0,0
10869,5389,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
10870,5390,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
10871,5390,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10872,5391,0,0,1,0,0,0,16,60,34,15,52,60,60,52,15,60
10873,5392,0,0,1,0,0,0,52,53,60,32,57,51,32,52,60,34
10874,5393,0,0,1,0,0,0,53,52,60,32,34,64,60,53,52,34
10875,5393,0,0,1,0,0,0,53,52,32,53,0,0,0,0,0,0
10876,5393,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10877,5393,0,0,1,0,0,0,85,53,60,34,52,0,0,0,0,0
10878,5393,0,0,1,0,0,0,85,52,53,55,34,60,32,28,51,0
10879,5394,0,0,1,0,0,0,60,4,60,2,22,1,85,22,26,22
10880,5394,0,0,1,0,0,0,85,60,2,0,0,0,0,0,0,0
10881,5395,0,0,1,0,0,0,9,60,85,0,0,0,0,0,0,0
10882,5395,0,0,1,0,0,0,9,60,85,60,0,0,0,0,0,0
10883,5395,1,0,0,0,0,0,60,9,85,0,0,0,0,0,0,0
10884,5396,0,0,1,0,0,0,58,32,52,34,60,7,0,0,0,0
10885,5397,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
10886,5398,0,0,1,0,0,0,85,22,26,48,39,9,22,1,85,22
10887,5398,1,0,0,0,0,0,51,71,0,0,0,0,0,0,0,0
10888,5398,1,0,0,0,0,0,51,51,51,51,51,53,52,32,60,34
10889,5399,0,0,1,0,0,0,34,32,60,52,53,55,53,52,60,32
10890,5400,1,0,0,0,0,0,85,22,48,26,22,22,0,0,0,0
10891,5401,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10892,5402,1,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0
10893,5403,0,0,0,0,0,1,66,66,0,0,0,0,0,0,0,0
10894,5404,0,0,1,0,0,0,53,32,52,0,0,0,0,0,0,0
10895,5404,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10896,5405,0,0,1,0,0,0,10,60,0,0,0,0,0,0,0,0
10897,5405,0,0,1,0,0,0,4,9,9,2,4,2,58,58,60,0
10898,5406,0,0,1,0,0,0,53,52,60,32,34,51,51,51,28,28
10899,5406,0,0,1,0,0,0,1,47,60,7,60,25,34,52,60,34
10900,5406,1,0,0,0,0,0,52,32,7,0,0,0,0,0,0,0
10901,5407,0,0,0,1,0,0,51,52,28,32,60,51,52,57,32,28
10902,5407,0,0,0,1,0,0,32,52,32,52,51,57,52,32,57,28
10903,5408,0,0,1,0,0,0,1,34,60,7,25,9,0,0,0,0
10904,5408,0,0,1,0,0,0,1,60,7,34,25,85,0,0,0,0
10905,5408,0,0,1,0,0,0,85,9,0,0,0,0,0,0,0,0
10906,5408,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
10907,5408,0,0,1,0,0,0,7,60,25,34,85,0,0,0,0,0
10908,5408,0,0,1,0,0,0,60,34,25,7,85,0,0,0,0,0
10909,5408,0,0,1,0,0,0,34,25,60,7,85,0,0,0,0,0
10910,5408,0,0,1,0,0,0,85,51,85,60,9,7,9,0,0,0
10911,5409,0,0,1,0,0,0,52,32,53,0,0,0,0,0,0,0
10912,5409,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10913,5409,0,0,1,0,0,0,60,34,53,32,52,0,0,0,0,0
10914,5410,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
10915,5411,0,0,1,0,0,0,60,34,58,0,0,0,0,0,0,0
10916,5412,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
10917,5413,0,0,1,0,0,0,1,53,60,34,28,51,51,51,28,51
10918,5414,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10919,5414,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10920,5414,0,0,1,0,0,0,85,85,48,38,48,38,0,0,0,0
10921,5415,0,0,1,0,0,0,60,58,10,34,0,0,0,0,0,0
10922,5415,0,0,1,0,0,0,10,58,60,34,0,0,0,0,0,0
10923,5415,0,0,1,0,0,0,85,60,58,10,34,85,0,0,0,0
10924,5416,0,0,1,0,0,0,60,52,53,0,0,0,0,0,0,0
10925,5417,0,0,1,0,0,0,60,58,34,60,58,34,60,58,34,60
10926,5417,0,0,1,0,0,0,9,60,6,6,6,6,60,85,0,0
10927,5417,0,0,1,0,0,0,60,9,85,6,0,0,0,0,0,0
10928,5417,0,0,1,0,0,0,9,60,85,0,0,0,0,0,0,0
10929,5417,0,0,1,0,0,0,7,7,7,0,0,0,0,0,0,0
10930,5418,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
10931,5418,0,0,1,0,0,0,53,52,60,0,0,0,0,0,0,0
10932,5418,0,0,1,0,0,0,52,53,52,7,60,85,0,0,0,0
10933,5419,0,0,1,0,0,0,85,48,22,0,0,0,0,0,0,0
10934,5420,0,0,1,0,0,0,16,34,60,16,60,34,0,0,0,0
10935,5421,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10936,5422,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10937,5423,0,0,0,1,0,0,60,58,34,0,0,0,0,0,0,0
10938,5423,0,0,0,1,0,0,60,34,52,32,0,0,0,0,0,0
10939,5424,0,0,1,0,0,0,34,60,44,44,71,0,0,0,0,0
10940,5425,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
10941,5426,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
10942,5426,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10943,5427,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
10944,5427,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10945,5427,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10946,5428,0,0,1,0,0,0,52,53,0,0,0,0,0,0,0,0
10947,5429,0,0,1,0,0,0,85,39,39,39,39,39,39,39,39,39
10948,5430,0,0,1,0,0,0,85,53,52,60,60,53,0,0,0,0
10949,5431,0,0,1,0,0,0,60,52,32,34,55,53,60,0,0,0
10950,5432,0,0,1,0,0,0,53,52,60,32,34,60,52,53,32,0
10951,5432,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
10952,5432,0,0,1,0,0,0,32,60,52,53,51,53,0,0,0,0
10953,5432,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10954,5433,1,0,0,0,0,0,85,22,48,26,0,0,0,0,0,0
10955,5434,0,0,1,0,0,0,16,52,60,32,34,22,26,0,0,0
10956,5435,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
10957,5435,0,0,1,0,0,0,66,66,66,66,66,66,66,66,0,0
10958,5435,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10959,5436,0,0,1,0,0,0,60,52,32,34,58,58,58,52,58,60
10960,5436,0,0,1,0,0,0,58,22,48,26,39,58,0,0,0,0
10961,5436,0,0,1,0,0,0,85,22,48,26,39,60,52,34,32,26
10962,5437,0,0,0,1,0,0,7,60,34,54,60,34,0,0,0,0
10963,5437,0,0,0,1,0,0,51,51,51,51,51,51,51,51,51,51
10964,5437,0,0,0,1,0,0,51,51,51,51,51,51,51,51,51,51
10965,5437,0,0,1,0,0,0,53,55,60,28,51,60,34,53,60,34
10966,5437,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0
10967,5438,0,0,1,0,0,0,85,22,48,26,0,0,0,0,0,0
10968,5438,0,0,1,0,0,0,85,22,48,26,60,34,9,4,22,1
10969,5438,0,0,1,0,0,0,85,48,22,26,60,34,1,4,48,34
10970,5439,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
10971,5439,0,0,1,0,0,0,2,60,4,0,0,0,0,0,0,0
10972,5440,1,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0
10973,5441,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
10974,5442,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
10975,5443,0,0,1,0,0,0,1,53,60,34,60,53,60,53,55,0
10976,5444,0,0,1,1,0,0,7,60,34,0,0,0,0,0,0,0
10977,5444,0,0,0,1,0,0,60,55,34,33,55,9,9,0,0,0
10978,5445,1,0,0,0,0,0,64,64,64,64,0,0,0,0,0,0
10979,5446,0,0,1,0,0,0,53,52,32,60,9,51,28,51,28,51
10980,5446,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
10981,5446,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
10982,5446,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
10983,5447,0,0,1,0,0,0,53,47,1,60,1,53,1,47,60,53
10984,5448,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
10985,5449,0,0,1,0,0,0,4,60,4,57,0,0,0,0,0,0
10986,5450,0,0,1,0,0,0,53,52,32,60,34,53,52,32,0,0
10987,5450,0,0,1,0,0,0,53,52,60,32,34,60,34,52,53,32
10988,5451,0,0,1,0,0,0,55,53,52,60,34,32,0,0,0,0
10989,5452,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
10990,5453,0,0,1,0,0,0,1,53,60,0,0,0,0,0,0,0
10991,5454,0,0,1,0,0,0,85,22,48,22,26,39,38,0,0,0
10992,5455,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
10993,5456,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
10994,5457,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
10995,5457,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
10996,5457,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
10997,5458,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
10998,5458,0,0,1,0,0,0,85,64,60,60,60,0,0,0,0,0
10999,5458,0,0,1,0,0,0,85,64,0,0,0,0,0,0,0,0
11000,5459,0,0,1,0,0,0,52,60,53,55,0,0,0,0,0,0
11001,5459,0,0,1,0,0,0,55,53,60,52,28,51,51,28,51,52
11002,5459,0,0,1,0,0,0,52,60,55,53,52,51,28,51,28,55
11003,5459,0,0,1,0,0,0,60,52,53,55,0,0,0,0,0,0
11004,5459,0,0,1,0,0,0,55,53,52,51,51,57,28,51,28,51
11005,5459,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0
11006,5459,0,0,1,0,0,0,52,60,53,55,51,28,0,0,0,0
11007,5460,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
11008,5460,0,0,1,0,0,0,85,9,9,9,9,9,9,9,9,9
11009,5461,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
11010,5462,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0
11011,5463,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
11012,5463,0,0,1,0,0,0,52,60,32,34,53,0,0,0,0,0
11013,5464,0,0,1,0,0,0,53,52,32,53,60,60,53,52,60,53
11014,5464,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
11015,5464,0,0,1,0,0,0,53,52,32,64,64,0,0,0,0,0
11016,5464,0,0,1,0,0,0,60,55,52,33,53,52,60,32,34,53
11017,5464,0,0,1,0,0,0,52,55,53,60,51,28,60,52,51,55
11018,5465,0,0,1,0,0,0,51,51,51,51,51,51,51,51,51,51
11019,5466,0,0,1,0,0,0,60,55,53,52,32,34,0,0,0,0
11020,5466,0,0,0,1,0,0,60,7,25,34,7,53,52,32,34,60
11021,5466,0,0,0,1,0,0,52,32,1,0,0,0,0,0,0,0
11022,5467,0,0,1,0,0,0,66,30,66,66,66,66,66,66,0,0
11023,5468,0,0,1,0,0,0,49,85,85,0,0,0,0,0,0,0
11024,5469,0,0,1,0,0,0,1,34,60,53,0,0,0,0,0,0
11025,5469,0,0,1,0,0,0,1,53,60,34,1,53,60,34,0,0
11026,5469,0,0,1,0,0,0,1,53,60,34,1,60,34,53,1,60
11027,5470,0,0,1,0,0,0,66,30,66,66,0,0,0,0,0,0
11028,5471,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
11029,5471,1,0,0,0,0,0,7,10,34,60,0,0,0,0,0,0
