,基站,故障,告警-1,告警-2,告警-3,告警-4,告警-5,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9,告警10,告警11,告警12,告警13,告警14,上一次故障
8890,4385,2,48,48,48,1,22,85,26,48,22,22,22,48,26,22,22,26,48,22,26,22,2
8891,4386,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8892,4387,3,60,60,51,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8893,4387,3,60,60,60,60,34,51,60,60,0,0,0,0,0,0,0,0,0,0,0,0,3
8894,4388,2,60,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8895,4389,2,60,34,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8896,4390,2,60,60,60,9,51,51,60,60,51,60,60,51,60,60,51,60,60,51,60,60,-1
8897,4390,2,9,9,9,9,60,51,51,51,9,51,51,51,51,51,51,51,60,85,60,34,2
8898,4390,2,60,57,60,57,60,9,9,60,9,60,7,57,7,7,7,7,9,57,60,57,2
8899,4390,2,60,9,9,60,9,9,60,9,9,60,9,57,60,9,57,9,9,9,9,9,2
8900,4390,2,9,9,9,9,9,51,60,9,9,9,60,9,9,9,9,9,60,9,9,9,2
8901,4390,2,60,57,60,51,51,9,9,57,9,9,9,9,9,9,9,60,9,9,9,9,2
8902,4390,2,51,51,51,51,9,51,60,57,60,0,0,0,0,0,0,0,0,0,0,0,2
8903,4390,2,9,60,9,9,60,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,2
8904,4390,2,60,60,60,9,60,9,60,9,60,9,9,9,9,9,60,9,9,9,60,60,2
8905,4390,2,60,60,60,57,9,9,57,60,60,9,9,60,60,60,9,60,60,57,9,60,2
8906,4390,2,60,60,57,60,60,9,9,60,57,60,9,9,9,60,57,60,9,57,60,9,2
8907,4390,2,9,60,9,85,60,9,60,85,60,60,57,60,60,0,0,0,0,0,0,0,2
8908,4390,2,6,7,9,60,7,64,9,60,85,9,60,9,0,0,0,0,0,0,0,0,2
8909,4390,2,6,60,60,7,48,7,25,7,60,34,6,7,6,7,6,7,6,6,7,6,2
8910,4390,2,48,40,85,7,60,7,9,60,85,60,9,60,34,85,7,60,60,85,7,60,2
8911,4390,2,7,60,48,38,60,85,40,48,0,0,0,0,0,0,0,0,0,0,0,0,2
8912,4390,2,85,51,57,9,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8913,4391,3,30,66,30,66,30,66,30,66,66,30,0,0,0,0,0,0,0,0,0,0,-1
8914,4392,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8915,4393,2,0,0,0,0,0,1,60,53,34,0,0,0,0,0,0,0,0,0,0,0,-1
8916,4394,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8917,4395,0,15,15,15,15,15,1,34,60,16,15,15,15,15,15,15,15,15,15,15,15,-1
8918,4395,0,15,15,15,15,15,1,47,16,60,34,15,15,15,15,15,15,15,15,15,15,0
8919,4396,2,85,85,34,69,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8920,4397,2,4,7,60,60,60,1,60,10,7,60,25,34,6,7,9,7,6,60,0,0,-1
8921,4397,3,7,60,60,60,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8922,4397,2,34,60,34,60,7,7,25,34,60,60,60,7,0,0,0,0,0,0,0,0,3
8923,4397,2,34,60,34,58,60,7,25,1,58,7,60,34,60,34,0,0,0,0,0,0,2
8924,4397,2,0,0,0,0,0,1,7,60,58,34,60,34,0,0,0,0,0,0,0,0,2
8925,4398,2,34,60,32,52,0,7,25,22,0,0,0,0,0,0,0,0,0,0,0,0,-1
8926,4398,2,32,52,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8927,4399,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8928,4399,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8929,4400,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8930,4400,2,66,66,66,0,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2
8931,4400,2,66,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8932,4400,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8933,4400,2,0,0,0,0,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,2
8934,4401,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8935,4402,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8936,4403,2,1,53,34,60,60,60,34,53,1,60,53,34,60,60,53,0,0,0,0,0,-1
8937,4404,2,51,28,60,32,34,85,53,60,52,34,0,0,0,0,0,0,0,0,0,0,-1
8938,4404,2,0,0,0,0,0,85,53,55,52,34,32,60,28,51,0,0,0,0,0,0,2
8939,4405,3,0,0,0,0,0,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,-1
8940,4406,2,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8941,4407,2,85,85,85,0,0,85,48,39,85,0,0,0,0,0,0,0,0,0,0,0,-1
8942,4407,2,85,85,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8943,4407,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8944,4407,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8945,4408,2,0,0,0,0,0,66,66,30,66,66,0,0,0,0,0,0,0,0,0,0,-1
8946,4409,0,60,6,6,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8947,4410,0,64,60,58,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8948,4411,0,60,85,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8949,4412,2,85,0,0,0,0,69,71,49,49,0,0,0,0,0,0,0,0,0,0,0,-1
8950,4413,2,48,85,38,26,22,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8951,4414,5,0,0,0,0,0,66,30,30,66,0,0,0,0,0,0,0,0,0,0,0,-1
8952,4415,0,30,66,30,66,66,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,-1
8953,4415,2,30,66,30,66,30,66,30,66,30,66,30,66,30,30,66,30,66,30,66,30,0
8954,4416,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,-1
8955,4416,2,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3
8956,4417,2,51,51,51,0,0,55,34,60,32,52,53,51,28,51,28,28,51,28,51,51,-1
8957,4418,2,66,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8958,4419,2,60,53,34,60,53,60,34,53,53,34,60,58,60,60,58,2,34,58,60,60,-1
8959,4419,2,0,0,0,0,0,60,34,53,60,34,53,60,0,0,0,0,0,0,0,0,2
8960,4420,2,34,60,60,60,6,7,25,6,6,6,60,34,25,6,7,60,7,9,60,60,-1
8961,4421,2,22,0,0,0,0,85,85,85,85,85,85,60,85,85,85,60,85,85,85,0,-1
8962,4422,3,53,52,60,32,34,52,53,60,34,32,0,0,0,0,0,0,0,0,0,0,-1
8963,4422,3,85,32,25,34,52,34,32,60,52,53,0,0,0,0,0,0,0,0,0,0,3
8964,4422,3,85,53,60,0,0,60,7,52,34,25,32,85,0,0,0,0,0,0,0,0,3
8965,4422,3,60,53,52,60,53,52,53,53,60,52,52,60,53,60,52,53,53,60,34,52,3
8966,4422,3,53,52,60,53,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8967,4422,3,53,60,0,0,0,64,64,60,53,64,60,53,52,60,53,52,53,60,60,52,3
8968,4422,2,32,25,34,7,60,85,53,60,53,53,52,53,32,52,53,60,52,53,53,60,3
8969,4423,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8970,4424,2,66,66,0,0,0,66,30,66,66,0,0,0,0,0,0,0,0,0,0,0,-1
8971,4425,2,53,34,60,53,34,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
8972,4426,0,60,52,53,60,0,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8973,4426,0,0,0,0,0,0,60,53,52,60,0,0,0,0,0,0,0,0,0,0,0,0
8974,4427,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8975,4428,2,85,39,85,48,1,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8976,4428,2,85,85,39,48,1,85,85,1,48,85,39,85,0,0,0,0,0,0,0,0,2
8977,4428,2,1,85,85,85,39,48,39,85,1,48,39,85,85,0,0,0,0,0,0,0,2
8978,4429,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8979,4430,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8980,4431,2,66,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8981,4432,2,30,66,66,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8982,4432,2,66,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8983,4433,2,34,60,60,52,53,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0,-1
8984,4433,2,60,52,53,32,52,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8985,4434,0,85,33,32,34,55,60,52,53,55,34,32,33,22,0,0,0,0,0,0,0,-1
8986,4434,2,85,33,32,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,4435,2,0,0,0,0,0,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,-1
8988,4436,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8989,4436,2,22,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8990,4437,2,28,51,85,0,0,85,22,1,85,48,22,39,26,22,0,0,0,0,0,0,-1
8991,4438,2,48,85,48,85,48,85,48,85,0,0,0,0,0,0,0,0,0,0,0,0,-1
8992,4439,2,85,85,85,85,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8993,4439,2,48,4,85,48,0,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,2
8994,4440,2,0,0,0,0,0,60,52,34,32,10,0,0,0,0,0,0,0,0,0,0,-1
8995,4440,2,0,0,0,0,0,60,52,34,32,0,0,0,0,0,0,0,0,0,0,0,2
8996,4441,2,69,69,74,0,0,69,74,49,49,0,0,0,0,0,0,0,0,0,0,0,-1
8997,4442,3,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8998,4443,2,60,32,52,53,53,53,60,34,60,52,53,53,52,60,0,0,0,0,0,0,-1
8999,4443,2,53,52,60,60,53,53,52,32,60,0,0,0,0,0,0,0,0,0,0,0,2
9000,4444,2,22,4,9,9,60,85,22,48,0,0,0,0,0,0,0,0,0,0,0,0,-1
9001,4444,2,22,4,26,48,22,85,48,22,26,60,9,9,4,22,0,0,0,0,0,0,2
9002,4445,2,34,25,60,7,1,60,58,34,0,0,0,0,0,0,0,0,0,0,0,0,-1
9003,4445,2,0,0,0,0,0,1,7,60,25,34,0,0,0,0,0,0,0,0,0,0,2
9004,4445,2,25,7,34,60,1,58,60,34,0,0,0,0,0,0,0,0,0,0,0,0,2
9005,4445,2,0,0,0,0,0,60,58,34,0,0,0,0,0,0,0,0,0,0,0,0,2
9006,4446,3,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,-1
9007,4446,3,4,4,4,60,4,50,50,50,60,4,4,50,50,50,50,50,50,50,50,50,3
9008,4446,3,50,50,50,50,50,50,4,60,4,4,4,4,4,4,4,4,4,4,4,4,3
9009,4446,3,60,57,64,50,60,4,50,50,50,50,50,0,0,0,0,0,0,0,0,0,3
9010,4447,2,60,1,0,0,0,10,7,60,25,34,0,0,0,0,0,0,0,0,0,0,-1
9011,4448,2,85,0,0,0,0,34,60,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
9012,4448,2,85,34,52,7,60,60,52,34,53,60,53,52,60,34,53,60,34,53,53,60,2
9013,4448,3,0,0,0,0,0,60,7,52,34,85,0,0,0,0,0,0,0,0,0,0,2
9014,4449,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9015,4450,2,60,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9016,4450,2,0,0,0,0,0,85,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9017,4451,2,53,34,60,0,0,52,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
9018,4451,2,32,52,64,53,60,47,1,7,60,34,60,34,53,0,0,0,0,0,0,0,2
9019,4451,2,64,53,60,47,1,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9020,4452,2,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9021,4453,2,66,66,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9022,4454,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9023,4454,2,0,0,0,0,0,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,2
9024,4455,2,55,53,52,60,53,34,32,60,52,53,0,0,0,0,0,0,0,0,0,0,-1
9025,4455,2,60,0,0,0,0,52,53,55,60,53,60,52,53,55,0,0,0,0,0,0,2
9026,4456,3,0,0,0,0,0,2,10,60,0,0,0,0,0,0,0,0,0,0,0,0,-1
9027,4457,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9028,4458,2,34,32,60,53,52,34,32,60,52,53,0,0,0,0,0,0,0,0,0,0,-1
9029,4458,2,34,60,53,52,32,53,52,60,32,34,0,0,0,0,0,0,0,0,0,0,2
9030,4458,2,53,52,32,34,60,32,52,53,60,34,0,0,0,0,0,0,0,0,0,0,2
9031,4458,2,53,52,60,32,34,60,52,34,32,53,52,60,34,32,52,53,0,0,0,0,2
9032,4458,2,0,0,0,0,0,34,32,60,52,53,0,0,0,0,0,0,0,0,0,0,2
9033,4459,2,34,60,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0,-1
9034,4460,2,60,52,53,32,34,52,60,55,53,0,0,0,0,0,0,0,0,0,0,0,-1
9035,4460,2,53,52,32,34,60,52,60,55,53,53,60,52,32,34,34,60,53,52,32,53,2
9036,4461,2,30,66,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9037,4462,2,0,0,0,0,0,53,52,60,32,34,51,53,52,32,34,60,52,53,60,32,-1
9038,4463,2,4,4,60,4,0,1,7,10,34,60,25,58,10,0,0,0,0,0,0,0,-1
9039,4464,2,60,34,85,0,0,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9040,4465,2,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9041,4465,3,66,66,66,66,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,2
9042,4466,2,53,52,60,53,53,55,52,53,32,34,60,55,53,60,52,0,0,0,0,0,-1
9043,4466,2,52,51,53,60,53,60,52,55,53,34,32,53,52,60,53,52,60,55,53,53,2
9044,4466,2,34,60,0,0,0,32,52,53,53,60,52,60,34,53,52,32,60,52,55,53,2
9045,4467,2,85,52,53,60,34,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9046,4468,2,66,66,30,66,0,30,66,66,30,0,0,0,0,0,0,0,0,0,0,0,-1
9047,4469,2,32,52,0,0,0,1,47,53,60,34,52,32,53,1,60,34,53,0,0,0,-1
9048,4470,2,30,66,66,30,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,-1
9049,4470,2,0,0,0,0,0,66,30,66,30,30,66,66,30,0,0,0,0,0,0,0,2
9050,4471,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9051,4471,2,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,2
9052,4471,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9053,4471,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9054,4471,2,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9055,4471,2,7,7,60,7,60,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2
9056,4472,2,34,48,60,85,48,85,48,85,0,0,0,0,0,0,0,0,0,0,0,0,-1
9057,4473,2,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9058,4474,2,0,0,0,0,0,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,-1
9059,4475,3,55,55,55,55,55,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9060,4475,3,60,9,34,51,60,52,32,9,4,34,32,60,52,52,60,32,34,60,34,52,3
9061,4475,3,32,60,34,52,52,51,32,52,57,52,52,52,52,52,32,57,57,51,60,34,3
9062,4475,2,50,50,50,50,50,50,50,50,50,50,51,51,60,34,52,32,34,32,60,52,3
9063,4475,3,4,4,4,4,4,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,2
9064,4475,3,4,4,50,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3
9065,4475,2,4,4,4,4,4,50,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3
9066,4475,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2
9067,4475,3,4,10,4,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,3
9068,4475,3,4,4,57,0,0,4,4,4,4,57,4,4,10,4,0,0,0,0,0,0,3
9069,4476,2,25,7,34,60,1,1,60,34,25,7,0,0,0,0,0,0,0,0,0,0,-1
9070,4476,2,0,0,0,0,0,85,1,60,34,7,25,0,0,0,0,0,0,0,0,0,2
9071,4477,2,30,66,0,0,0,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,-1
9072,4477,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9073,4477,2,0,0,0,0,0,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,2
9074,4478,2,38,48,62,60,62,85,22,48,26,22,60,59,62,39,60,34,60,62,60,60,-1
9075,4478,3,74,69,0,0,0,69,48,22,26,85,85,48,38,62,62,62,48,38,85,62,2
9076,4479,2,47,1,0,0,0,60,34,53,85,64,64,0,0,0,0,0,0,0,0,0,-1
9077,4479,2,1,0,0,0,0,60,34,53,1,60,34,53,1,53,34,60,1,53,34,60,2
9078,4480,2,53,51,28,51,51,53,32,52,60,53,52,60,32,51,52,60,32,34,53,60,-1
9079,4480,2,51,53,52,60,32,55,53,52,60,32,60,51,51,28,51,53,0,0,0,0,2
9080,4481,2,85,0,0,0,0,1,47,34,60,53,0,0,0,0,0,0,0,0,0,0,-1
9081,4481,2,34,60,53,47,1,85,1,47,60,34,53,85,0,0,0,0,0,0,0,0,2
9082,4481,2,85,0,0,0,0,1,47,53,60,34,1,47,53,60,34,0,0,0,0,0,2
9083,4482,2,0,0,0,0,0,7,53,53,9,9,9,0,0,0,0,0,0,0,0,0,-1
9084,4482,2,7,7,9,7,7,9,53,9,9,9,9,9,9,9,0,0,0,0,0,0,2
9085,4482,2,9,7,7,9,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9086,4482,0,7,7,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9087,4482,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
9088,4482,2,7,7,7,7,7,25,7,7,9,9,9,9,9,9,9,9,9,9,9,9,2
9089,4482,3,7,25,7,7,7,7,7,7,7,7,7,7,7,25,7,7,7,7,25,7,2
9090,4482,3,7,7,7,0,0,7,25,7,0,0,0,0,0,0,0,0,0,0,0,0,3
9091,4483,5,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9092,4483,2,0,0,0,0,0,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,5
9093,4484,2,0,0,0,0,0,1,60,53,34,53,53,60,34,0,0,0,0,0,0,0,-1
9094,4485,2,1,22,26,64,0,85,26,48,22,64,64,64,64,64,64,64,64,64,64,64,-1
9095,4486,2,0,0,0,0,0,34,60,53,60,34,53,0,0,0,0,0,0,0,0,0,-1
9096,4487,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9097,4487,2,66,30,66,30,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,2
9098,4488,2,0,0,0,0,0,1,53,34,60,9,1,34,60,53,0,0,0,0,0,0,-1
9099,4489,3,26,22,60,60,34,59,26,22,60,60,60,60,60,26,22,60,34,1,22,26,-1
9100,4490,2,0,0,0,0,0,52,60,32,34,52,53,60,60,51,60,51,52,34,32,28,-1
9101,4491,2,66,66,66,0,0,30,66,66,66,30,66,66,66,66,66,66,66,66,66,66,-1
9102,4492,2,34,32,60,53,52,52,60,53,55,0,0,0,0,0,0,0,0,0,0,0,-1
9103,4493,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9104,4493,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9105,4494,2,0,0,0,0,0,66,30,66,66,66,66,0,0,0,0,0,0,0,0,0,-1
9106,4495,2,55,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9107,4496,2,53,34,60,1,34,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
9108,4496,2,34,53,60,1,53,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,2
9109,4496,2,53,34,60,1,0,1,53,60,34,1,53,60,34,60,34,53,1,60,53,1,2
9110,4497,2,60,52,53,60,53,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9111,4498,2,60,34,34,32,60,32,52,53,60,34,52,53,0,0,0,0,0,0,0,0,-1
9112,4498,2,34,32,60,52,53,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9113,4498,2,60,34,53,32,52,53,52,60,32,34,0,0,0,0,0,0,0,0,0,0,2
9114,4498,2,32,52,53,55,34,53,34,60,0,0,0,0,0,0,0,0,0,0,0,0,2
9115,4498,2,0,0,0,0,0,52,60,53,34,32,60,52,34,55,53,52,32,0,0,0,2
9116,4498,2,0,0,0,0,0,34,32,60,52,53,60,34,52,53,53,52,32,34,60,55,2
9117,4499,2,34,60,53,60,0,53,32,52,60,53,52,52,53,60,52,60,32,34,53,60,-1
9118,4499,2,53,60,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9119,4500,2,48,0,0,0,0,85,48,85,0,0,0,0,0,0,0,0,0,0,0,0,-1
9120,4501,2,0,0,0,0,0,58,60,34,60,9,4,0,0,0,0,0,0,0,0,0,-1
9121,4502,2,52,55,53,52,60,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
9122,4502,2,0,0,0,0,0,1,60,34,53,34,32,60,52,53,55,52,0,0,0,0,2
9123,4502,2,0,0,0,0,0,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,2
9124,4503,2,60,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9125,4504,2,60,34,34,9,48,85,22,48,26,0,0,0,0,0,0,0,0,0,0,0,-1
9126,4505,3,58,60,58,60,58,34,58,60,63,60,10,10,60,0,0,0,0,0,0,0,-1
9127,4506,2,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,-1
9128,4507,2,69,74,22,53,60,69,1,60,53,60,53,0,0,0,0,0,0,0,0,0,-1
9129,4507,2,0,0,0,0,0,1,47,60,53,22,74,69,0,0,0,0,0,0,0,0,2
9130,4508,2,66,66,66,30,66,66,30,66,66,66,66,66,66,30,66,66,66,66,66,66,-1
9131,4509,2,0,0,0,0,0,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
9132,4510,2,53,60,34,1,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
9133,4510,2,53,34,60,1,0,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,2
9134,4510,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9135,4510,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136,4510,2,0,0,0,0,0,1,47,53,60,34,7,0,0,0,0,0,0,0,0,0,0
9137,4511,2,53,53,60,34,60,1,60,34,53,85,85,0,0,0,0,0,0,0,0,0,-1
9138,4512,2,30,66,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9139,4512,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9140,4513,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9141,4514,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9142,4515,2,34,60,53,1,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
9143,4516,2,60,7,9,7,85,60,34,60,7,25,0,0,0,0,0,0,0,0,0,0,-1
9144,4516,2,85,71,39,48,82,7,9,7,60,0,0,0,0,0,0,0,0,0,0,0,2
9145,4517,3,57,7,0,0,0,34,9,60,51,0,0,0,0,0,0,0,0,0,0,0,-1
9146,4518,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9147,4519,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9148,4520,2,38,48,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9149,4520,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9150,4521,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9151,4522,2,32,34,60,52,58,60,53,34,52,58,32,53,0,0,0,0,0,0,0,0,-1
9152,4522,2,53,58,34,32,52,53,58,52,60,34,32,0,0,0,0,0,0,0,0,0,2
9153,4522,2,0,0,0,0,0,53,60,52,32,34,58,53,0,0,0,0,0,0,0,0,2
9154,4522,2,0,0,0,0,0,58,52,53,60,32,34,0,0,0,0,0,0,0,0,0,2
9155,4522,2,60,55,53,60,53,34,53,58,52,32,60,0,0,0,0,0,0,0,0,0,2
9156,4522,2,60,0,0,0,0,53,32,34,58,52,60,22,60,58,53,32,52,34,60,58,2
9157,4523,2,85,25,34,7,60,1,60,34,25,7,53,52,32,52,53,53,60,53,53,60,-1
9158,4523,2,85,25,34,60,7,1,60,7,34,25,85,1,60,7,34,25,85,0,0,0,2
9159,4523,2,85,60,7,34,25,1,7,60,34,25,85,0,0,0,0,0,0,0,0,0,2
9160,4524,3,30,66,66,66,66,30,66,66,30,66,0,0,0,0,0,0,0,0,0,0,-1
9161,4524,2,66,66,66,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9162,4525,2,85,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9163,4526,2,60,0,0,0,0,7,60,58,25,34,0,0,0,0,0,0,0,0,0,0,-1
9164,4526,2,58,0,0,0,0,7,60,25,34,7,58,60,25,34,85,34,60,0,0,0,2
